OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2022-158H","OBJECT H","54368","TBD","94.24","97.45","510","454","","0","2022-11-26",""
"2022-158G","OBJECT G","54367","TBD","94.74","97.39","519","494","","0","2022-11-26",""
"2022-158F","OBJECT F","54366","TBD","94.75","97.46","515","498","","0","2022-11-26",""
"2022-158E","OBJECT E","54365","TBD","94.81","97.43","524","495","","0","2022-11-26",""
"2022-158D","OBJECT D","54364","TBD","94.80","97.44","516","502","","0","2022-11-26",""
"2022-158C","OBJECT C","54363","TBD","94.83","97.42","521","499","","0","2022-11-26",""
"2022-158B","OBJECT B","54362","TBD","94.95","97.46","531","501","","0","2022-11-26",""
"2022-158A","OBJECT A","54361","IND","99.60","98.35","747","732","","0","2022-11-26",""
"2022-151DF","CZ-6A DEB","54360","PRC","101.73","98.65","909","773","","0","2022-11-11",""
"2022-151DE","CZ-6A DEB","54359","PRC","99.99","99.08","909","606","","0","2022-11-11",""
"2022-151DD","CZ-6A DEB","54358","PRC","99.32","98.55","839","613","SMALL","0","2022-11-11",""
"2022-151DC","CZ-6A DEB","54357","PRC","96.39","99.16","807","364","","0","2022-11-11",""
"2022-151DB","CZ-6A DEB","54356","PRC","101.20","98.96","873","757","SMALL","0","2022-11-11",""
"2022-151DA","CZ-6A DEB","54355","PRC","96.89","98.80","818","401","","0","2022-11-11",""
"2022-151CZ","CZ-6A DEB","54354","PRC","100.25","98.81","906","634","SMALL","0","2022-11-11",""
"2022-151CY","CZ-6A DEB","54353","PRC","100.43","99.14","907","651","","0","2022-11-11",""
"2022-151CX","CZ-6A DEB","54352","PRC","99.93","99.10","899","611","SMALL","0","2022-11-11",""
"2022-151CW","CZ-6A DEB","54351","PRC","103.27","99.02","1061","766","SMALL","0","2022-11-11",""
"2022-151CV","CZ-6A DEB","54350","PRC","100.50","98.82","832","733","SMALL","0","2022-11-11",""
"2022-151CU","CZ-6A DEB","54349","PRC","101.04","98.71","889","727","SMALL","0","2022-11-11",""
"2022-151CT","CZ-6A DEB","54348","PRC","100.64","98.69","866","712","SMALL","0","2022-11-11",""
"2022-151CS","CZ-6A DEB","54347","PRC","100.90","98.71","878","724","SMALL","0","2022-11-11",""
"2022-151CR","CZ-6A DEB","54346","PRC","99.45","98.65","842","623","SMALL","0","2022-11-11",""
"2022-151CQ","CZ-6A DEB","54345","PRC","101.34","98.71","879","766","SMALL","0","2022-11-11",""
"2022-151CP","CZ-6A DEB","54344","PRC","102.37","98.82","913","829","SMALL","0","2022-11-11",""
"2022-151CN","CZ-6A DEB","54343","PRC","102.15","98.81","892","829","SMALL","0","2022-11-11",""
"2022-151CM","CZ-6A DEB","54342","PRC","102.29","98.80","906","828","SMALL","0","2022-11-11",""
"2022-151CL","CZ-6A DEB","54341","PRC","101.57","98.81","870","796","SMALL","0","2022-11-11",""
"2022-151CK","CZ-6A DEB","54340","PRC","99.26","98.71","834","612","","0","2022-11-11",""
"2022-151CJ","CZ-6A DEB","54339","PRC","102.16","98.81","893","829","SMALL","0","2022-11-11",""
"2022-151CH","CZ-6A DEB","54338","PRC","102.16","98.83","893","830","SMALL","0","2022-11-11",""
"2022-151CG","CZ-6A DEB","54337","PRC","102.31","98.82","906","830","SMALL","0","2022-11-11",""
"2022-151CF","CZ-6A DEB","54336","PRC","102.42","98.81","918","828","SMALL","0","2022-11-11",""
"2022-151CE","CZ-6A DEB","54335","PRC","102.19","98.80","900","825","","0","2022-11-11",""
"2022-151CD","CZ-6A DEB","54334","PRC","100.03","98.71","857","663","","0","2022-11-11",""
"2022-151CC","CZ-6A DEB","54333","PRC","99.99","98.71","857","659","","0","2022-11-11",""
"2022-151CB","CZ-6A DEB","54332","PRC","101.65","98.80","868","806","","0","2022-11-11",""
"2022-151CA","CZ-6A DEB","54331","PRC","103.42","98.80","1013","828","SMALL","0","2022-11-11",""
"2022-151BZ","CZ-6A DEB","54330","PRC","101.59","98.80","879","788","SMALL","0","2022-11-11",""
"2022-151BY","CZ-6A DEB","54329","PRC","99.40","98.74","850","609","","0","2022-11-11",""
"2022-151BX","CZ-6A DEB","54328","PRC","99.58","98.73","847","630","SMALL","0","2022-11-11",""
"2022-151BW","CZ-6A DEB","54327","PRC","102.28","98.79","904","829","","0","2022-11-11",""
"2022-151BV","CZ-6A DEB","54326","PRC","98.29","99.08","882","471","","0","2022-11-11",""
"2022-151BU","CZ-6A DEB","54325","PRC","101.99","98.78","878","828","","0","2022-11-11",""
"2022-151BT","CZ-6A DEB","54324","PRC","96.56","98.66","840","347","","0","2022-11-11",""
"2022-151BS","CZ-6A DEB","54323","PRC","102.37","98.81","912","830","SMALL","0","2022-11-11",""
"2022-151BR","CZ-6A DEB","54322","PRC","99.61","98.73","881","599","","0","2022-11-11",""
"2022-151BQ","CZ-6A DEB","54321","PRC","100.24","98.69","861","678","MEDIUM","0","2022-11-11",""
"2022-151BP","CZ-6A DEB","54320","PRC","103.51","98.84","1024","825","SMALL","0","2022-11-11",""
"2022-151BN","CZ-6A DEB","54319","PRC","99.75","98.66","891","603","","0","2022-11-11",""
"2022-151BM","CZ-6A DEB","54318","PRC","102.35","98.82","910","830","SMALL","0","2022-11-11",""
"2022-151BL","CZ-6A DEB","54317","PRC","99.05","98.71","846","581","SMALL","0","2022-11-11",""
"2022-151BK","CZ-6A DEB","54316","PRC","102.16","98.80","892","830","SMALL","0","2022-11-11",""
"2022-151BJ","CZ-6A DEB","54315","PRC","102.17","98.83","894","828","SMALL","0","2022-11-11",""
"2022-151BH","CZ-6A DEB","54314","PRC","99.79","98.62","857","639","","0","2022-11-11",""
"2022-151BG","CZ-6A DEB","54313","PRC","100.16","98.69","856","677","","0","2022-11-11",""
"2022-151BF","CZ-6A DEB","54312","PRC","101.41","98.97","843","808","","0","2022-11-11",""
"2022-151BE","CZ-6A DEB","54311","PRC","100.22","98.70","860","677","","0","2022-11-11",""
"2022-151BD","CZ-6A DEB","54310","PRC","99.95","98.61","847","665","","0","2022-11-11",""
"2022-151BC","CZ-6A DEB","54309","PRC","102.10","98.82","886","830","SMALL","0","2022-11-11",""
"2022-151BB","CZ-6A DEB","54308","PRC","100.44","98.70","867","692","","0","2022-11-11",""
"2022-151BA","CZ-6A DEB","54307","PRC","100.48","98.62","875","688","","0","2022-11-11",""
"2022-151AZ","CZ-6A DEB","54306","PRC","102.14","98.82","890","830","SMALL","0","2022-11-11",""
"2022-151AY","CZ-6A DEB","54305","PRC","101.21","98.82","856","776","","0","2022-11-11",""
"2022-151AX","CZ-6A DEB","54304","PRC","102.23","98.84","898","830","SMALL","0","2022-11-11",""
"2022-151AW","CZ-6A DEB","54303","PRC","102.22","98.83","898","829","SMALL","0","2022-11-11",""
"2022-151AV","CZ-6A DEB","54302","PRC","99.50","98.96","835","634","","0","2022-11-11",""
"2022-151AU","CZ-6A DEB","54301","PRC","102.33","98.90","910","828","SMALL","0","2022-11-11",""
"2022-151AT","CZ-6A DEB","54300","PRC","102.35","98.90","914","825","SMALL","0","2022-11-11",""
"2022-151AS","CZ-6A DEB","54299","PRC","102.36","98.81","911","830","","0","2022-11-11",""
"2022-151AR","CZ-6A DEB","54298","PRC","102.44","98.76","920","828","SMALL","0","2022-11-11",""
"2022-151AQ","CZ-6A DEB","54297","PRC","101.29","98.75","839","800","","0","2022-11-11",""
"2022-151AP","CZ-6A DEB","54296","PRC","101.01","98.87","830","783","","0","2022-11-11",""
"2022-151AN","CZ-6A DEB","54295","PRC","101.89","98.74","974","722","","0","2022-11-11",""
"2022-151AM","CZ-6A DEB","54294","PRC","99.37","98.85","844","613","SMALL","0","2022-11-11",""
"2022-151AL","CZ-6A DEB","54293","PRC","101.27","98.82","848","790","SMALL","0","2022-11-11",""
"2022-151AK","CZ-6A DEB","54292","PRC","102.47","98.83","921","829","SMALL","0","2022-11-11",""
"2022-151AJ","CZ-6A DEB","54291","PRC","102.51","98.80","937","818","SMALL","0","2022-11-11",""
"2022-151AH","CZ-6A DEB","54290","PRC","100.75","98.57","885","702","","0","2022-11-11",""
"2022-151AG","CZ-6A DEB","54289","PRC","102.34","98.81","910","829","SMALL","0","2022-11-11",""
"2022-151AF","CZ-6A DEB","54288","PRC","99.32","98.78","840","612","SMALL","0","2022-11-11",""
"2022-151AE","CZ-6A DEB","54287","PRC","99.11","98.70","848","584","","0","2022-11-11",""
"2022-151AD","CZ-6A DEB","54286","PRC","99.60","98.70","846","632","","0","2022-11-11",""
"2022-151AC","CZ-6A DEB","54285","PRC","102.72","98.82","947","827","SMALL","0","2022-11-11",""
"2022-151AB","CZ-6A DEB","54284","PRC","102.27","98.82","902","830","SMALL","0","2022-11-11",""
"2022-151AA","CZ-6A DEB","54283","PRC","102.29","98.79","907","828","SMALL","0","2022-11-11",""
"2022-151Z","CZ-6A DEB","54282","PRC","100.66","98.63","878","701","SMALL","0","2022-11-11",""
"2022-151Y","CZ-6A DEB","54281","PRC","100.45","98.64","854","705","SMALL","0","2022-11-11",""
"2022-151X","CZ-6A DEB","54280","PRC","100.73","98.66","857","729","","0","2022-11-11",""
"2022-151W","CZ-6A DEB","54279","PRC","100.83","98.64","901","695","SMALL","0","2022-11-11",""
"2022-151V","CZ-6A DEB","54278","PRC","102.11","98.61","965","753","","0","2022-11-11",""
"2022-151U","CZ-6A DEB","54277","PRC","101.58","98.89","868","799","SMALL","0","2022-11-11",""
"2022-151T","CZ-6A DEB","54276","PRC","104.77","98.74","1137","830","","0","2022-11-11",""
"2022-151S","CZ-6A DEB","54275","PRC","100.05","98.91","854","668","SMALL","0","2022-11-11",""
"2022-151R","CZ-6A DEB","54274","PRC","101.14","98.83","987","638","","0","2022-11-11",""
"2022-151Q","CZ-6A DEB","54273","PRC","101.89","98.82","849","848","LARGE","0","2022-11-11",""
"2022-151P","CZ-6A DEB","54272","PRC","101.89","98.82","849","848","","0","2022-11-11",""
"2022-151N","CZ-6A DEB","54271","PRC","102.78","98.75","1045","736","SMALL","0","2022-11-11",""
"2022-151M","CZ-6A DEB","54270","PRC","102.75","98.82","950","828","MEDIUM","0","2022-11-11",""
"2022-151L","CZ-6A DEB","54269","PRC","99.87","98.74","848","657","SMALL","0","2022-11-11",""
"2022-151K","CZ-6A DEB","54268","PRC","103.33","98.77","1006","826","SMALL","0","2022-11-11",""
"2022-151J","CZ-6A DEB","54267","PRC","100.24","98.91","846","694","SMALL","0","2022-11-11",""
"2022-151H","CZ-6A DEB","54266","PRC","108.09","98.96","1450","827","","0","2022-11-11",""
"2022-151G","CZ-6A DEB","54265","PRC","107.66","99.00","1407","830","MEDIUM","0","2022-11-11",""
"2022-151F","CZ-6A DEB","54264","PRC","106.98","98.57","1353","821","SMALL","0","2022-11-11",""
"2022-151E","CZ-6A DEB","54263","PRC","106.28","99.03","1283","825","SMALL","0","2022-11-11",""
"2022-151D","CZ-6A DEB","54262","PRC","105.98","98.96","1252","828","SMALL","0","2022-11-11",""
"2022-151C","CZ-6A DEB","54261","PRC","98.49","98.65","909","464","MEDIUM","0","2022-11-11",""
"2022-157B","OBJECT B","54260","TBD","1146.89","22.73","59583","250","","0","2022-11-23",""
"2022-157A","OBJECT A","54259","TBD","1152.22","22.72","59809","249","LARGE","0","2022-11-23",""
"2022-156B","SLS R/B","54258","US","","","","","","0","2022-11-16","HELIOCENTRIC ORBIT (SUN)"
"2022-156A","ORION","54257","US","","","","","","0","2022-11-16","HELIOCENTRIC ORBIT (SUN)"
"2020-046AK","MINOTAUR 4 DEB","54256","US","96.49","54.23","616","565","SMALL","0","2020-07-15",""
"2022-155E","OBJECT E","54255","PRC","95.40","97.54","547","529","MEDIUM","0","2022-11-16",""
"2022-155D","OBJECT D","54254","PRC","95.41","97.54","547","529","MEDIUM","0","2022-11-16",""
"2022-155C","OBJECT C","54253","PRC","95.42","97.54","548","530","MEDIUM","0","2022-11-16",""
"2022-155B","OBJECT B","54252","PRC","95.40","97.54","547","529","MEDIUM","0","2022-11-16",""
"2022-155A","OBJECT A","54251","PRC","95.40","97.54","547","529","MEDIUM","0","2022-11-16",""
"2022-154B","CZ-4C R/B","54250","PRC","105.20","63.41","1094","914","LARGE","0","2022-11-15",""
"2022-154A","YAOGAN-34 03","54249","PRC","106.92","63.41","1091","1077","LARGE","0","2022-11-15",""
"2022-153C","FALCON 9 R/B","54248","US","1112.49","24.54","58195","179","LARGE","0","2022-11-12",""
"2022-111AS","BLUEWALKER-LVA","54247","US","94.82","53.20","519","500","LARGE","0","2022-09-11",""
"2020-029D","USA 299 DEB","54246","US","89.33","45.03","245","238","","0","2020-05-17",""
"2022-050E","OBJECT E","54245","PRC","92.16","41.48","389","372","MEDIUM","0","2022-05-09",""
"2022-153B","GALAXY 32","54244","US","1436.13","0.04","35794","35780","","0","2022-11-12",""
"2022-153A","GALAXY 31","54243","US","1437.95","0.02","35861","35784","","0","2022-11-12",""
"2022-152A","TIANZHOU 5","54237","PRC","92.37","41.48","395","387","","0","2022-11-12",""
"2022-151B","CZ-6A R/B","54236","PRC","102.21","98.83","897","830","MEDIUM","0","2022-11-11",""
"2022-151A","YUNHAI 3","54235","PRC","101.96","98.81","873","830","LARGE","0","2022-11-11",""
"2022-150A","JPSS-2","54234","US","101.12","98.70","828","795","LARGE","0","2022-11-10",""
"2022-149A","CYGNUS NG-18","54232","US","92.89","51.64","421","411","LARGE","0","2022-11-07",""
"2022-148B","OBJECT B","54231","PRC","596.44","28.38","34019","168","LARGE","0","2022-11-05",""
"2022-148A","OBJECT A","54230","PRC","1436.12","0.02","35813","35761","LARGE","0","2022-11-05",""
"2022-147B","ELECTRON KICK STAGE R/B","54228","US","96.45","97.65","597","580","MEDIUM","0","2022-11-04",""
"2022-147A","MATS","54227","SWED","96.47","97.65","598","581","MEDIUM","0","2022-11-04",""
"2022-146B","FALCON 9 R/B","54226","US","1100.21","27.42","57456","394","","0","2022-11-03",""
"2022-146A","HOTBIRD 13G","54225","EUTE","1159.26","21.06","58859","1495","","0","2022-11-03",""
"2022-145B","OBJECT B","54224","CIS","712.82","63.85","38506","1604","","0","2022-11-02",""
"2022-145A","OBJECT A","54223","CIS","717.66","63.82","38753","1596","LARGE","0","2022-11-02",""
"2022-144D","FALCON HEAVY DEB","54222","US","","","","","","0","2022-11-01","NO INITIAL ELEMENTS"
"2022-144C","FALCON HEAVY R/B","54221","US","","","","","","0","2022-11-01","NO INITIAL ELEMENTS"
"2022-144B","USA 339","54220","US","","","","","","0","2022-11-01","NO INITIAL ELEMENTS"
"2022-144A","LDPE-2","54219","US","","","","","","0","2022-11-01","NO INITIAL ELEMENTS"
"2022-093J","OBJECT J","54218","PRC","96.74","49.99","608","597","MEDIUM","0","2022-08-04",""
"2022-143A","CSS (MENGTIAN)","54216","PRC","92.37","41.48","395","387","","0","2022-10-31",""
"2022-142B","CZ-2D R/B","54215","PRC","100.45","59.91","797","763","LARGE","0","2022-10-29",""
"2022-142A","SHIYAN 20C (SY-20C)","54214","PRC","100.89","60.00","808","793","LARGE","0","2022-10-29",""
"2022-141BE","STARLINK-5259","54209","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141BD","STARLINK-5255","54208","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141BC","STARLINK-5262","54207","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141BB","STARLINK-5264","54206","US","91.53","53.22","352","348","LARGE","0","2022-10-28",""
"2022-141BA","STARLINK-5249","54205","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AZ","STARLINK-5241","54204","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AY","STARLINK-5247","54203","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AX","STARLINK-5205","54202","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AW","STARLINK-5199","54201","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AV","STARLINK-5250","54200","US","91.53","53.21","352","347","LARGE","0","2022-10-28",""
"2022-141AU","STARLINK-5244","54199","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AT","STARLINK-5246","54198","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AS","STARLINK-5234","54197","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AR","STARLINK-5237","54196","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AQ","STARLINK-5258","54195","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AP","STARLINK-5271","54194","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AN","STARLINK-5263","54193","US","91.54","53.22","353","347","LARGE","0","2022-10-28",""
"2022-141AM","STARLINK-5268","54192","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AL","STARLINK-4619","54191","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AK","STARLINK-5281","54190","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AJ","STARLINK-5182","54189","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AH","STARLINK-5238","54188","US","91.53","53.21","352","347","LARGE","0","2022-10-28",""
"2022-141AG","STARLINK-5240","54187","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AF","STARLINK-5194","54186","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AE","STARLINK-5235","54185","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AD","STARLINK-5162","54184","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AC","STARLINK-5239","54183","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AB","STARLINK-5231","54182","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141AA","STARLINK-5227","54181","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141Z","STARLINK-5228","54180","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141Y","STARLINK-5122","54179","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141X","STARLINK-5164","54178","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141W","STARLINK-5186","54177","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141V","STARLINK-5154","54176","US","91.53","53.22","353","347","LARGE","0","2022-10-28",""
"2022-141U","STARLINK-5256","54175","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141T","STARLINK-5248","54174","US","91.53","53.22","351","348","LARGE","0","2022-10-28",""
"2022-141S","STARLINK-5242","54173","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141R","STARLINK-5117","54172","US","91.53","53.22","353","347","LARGE","0","2022-10-28",""
"2022-141Q","STARLINK-5229","54171","US","91.58","53.22","356","348","LARGE","0","2022-10-28",""
"2022-141P","STARLINK-5155","54170","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141N","STARLINK-5282","54169","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141M","STARLINK-5245","54168","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141L","STARLINK-5243","54167","US","93.07","53.22","426","424","LARGE","0","2022-10-28",""
"2022-141K","STARLINK-5280","54166","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141J","STARLINK-5279","54165","US","93.19","53.22","432","429","LARGE","0","2022-10-28",""
"2022-141H","STARLINK-5278","54164","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141G","STARLINK-5161","54163","US","91.53","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141F","STARLINK-5273","54162","US","93.20","53.22","433","430","LARGE","0","2022-10-28",""
"2022-141E","STARLINK-5269","54161","US","93.24","53.22","434","432","LARGE","0","2022-10-28",""
"2022-141D","STARLINK-5233","54160","US","91.54","53.22","352","347","LARGE","0","2022-10-28",""
"2022-141C","STARLINK-5294","54159","US","93.25","53.22","435","432","LARGE","0","2022-10-28",""
"2022-141B","STARLINK-5297","54158","US","93.26","53.22","435","433","LARGE","0","2022-10-28",""
"2022-141A","STARLINK-5290","54157","US","93.22","53.22","433","431","LARGE","0","2022-10-28",""
"2022-140A","PROGRESS MS-21","54155","CIS","92.89","51.64","421","411","LARGE","0","2022-10-26",""
"2022-139C","GONETS-M 25","54152","CIS","115.76","82.50","1501","1478","LARGE","0","2022-10-22",""
"2022-139B","GONETS-M 24","54151","CIS","115.86","82.50","1508","1481","LARGE","0","2022-10-22",""
"2022-139A","GONETS-M 23","54150","CIS","115.94","82.51","1512","1485","LARGE","0","2022-10-22",""
"2022-138AN","GSLV R/B","54149","IND","96.82","87.39","625","588","LARGE","0","2022-10-22",""
"2022-138AM","ONEWEB-0536","54148","UK","97.14","87.03","629","614","MEDIUM","0","2022-10-22",""
"2022-138AL","ONEWEB-0535","54147","UK","98.56","87.50","698","682","MEDIUM","0","2022-10-22",""
"2022-138AK","ONEWEB-0531","54146","UK","97.13","87.02","629","614","LARGE","0","2022-10-22",""
"2022-138AJ","ONEWEB-0529","54145","UK","98.84","87.47","714","693","MEDIUM","0","2022-10-22",""
"2022-138AH","ONEWEB-0526","54144","UK","98.91","87.46","718","695","LARGE","0","2022-10-22",""
"2022-138AG","ONEWEB-0525","54143","UK","98.81","87.47","712","692","MEDIUM","0","2022-10-22",""
"2022-138AF","ONEWEB-0524","54142","UK","97.12","87.03","628","613","MEDIUM","0","2022-10-22",""
"2022-138AE","ONEWEB-0523","54141","UK","97.13","87.02","629","614","MEDIUM","0","2022-10-22",""
"2022-138AD","ONEWEB-0522","54140","UK","98.91","87.47","718","695","LARGE","0","2022-10-22",""
"2022-138AC","ONEWEB-0521","54139","UK","98.98","87.45","720","699","MEDIUM","0","2022-10-22",""
"2022-138AB","ONEWEB-0520","54138","UK","98.76","87.48","709","689","MEDIUM","0","2022-10-22",""
"2022-138AA","ONEWEB-0519","54137","UK","98.58","87.50","700","682","MEDIUM","0","2022-10-22",""
"2022-138Z","ONEWEB-0518","54136","UK","98.85","87.47","715","693","MEDIUM","0","2022-10-22",""
"2022-138Y","ONEWEB-0517","54135","UK","98.76","87.48","709","689","MEDIUM","0","2022-10-22",""
"2022-138X","ONEWEB-0516","54134","UK","98.70","87.48","706","688","LARGE","0","2022-10-22",""
"2022-138W","ONEWEB-0515","54133","UK","97.14","87.03","630","614","LARGE","0","2022-10-22",""
"2022-138V","ONEWEB-0514","54132","UK","98.68","87.48","704","687","MEDIUM","0","2022-10-22",""
"2022-138U","ONEWEB-0513","54131","UK","101.50","87.55","838","821","MEDIUM","0","2022-10-22",""
"2022-138T","ONEWEB-0512","54130","UK","98.90","87.46","717","695","LARGE","0","2022-10-22",""
"2022-138S","ONEWEB-0511","54129","UK","98.69","87.48","705","687","MEDIUM","0","2022-10-22",""
"2022-138R","ONEWEB-0510","54128","UK","97.12","87.04","629","613","MEDIUM","0","2022-10-22",""
"2022-138Q","ONEWEB-0509","54127","UK","98.93","87.45","718","696","LARGE","0","2022-10-22",""
"2022-138P","ONEWEB-0508","54126","UK","98.71","87.48","706","687","MEDIUM","0","2022-10-22",""
"2022-138N","ONEWEB-0507","54125","UK","98.53","87.50","697","681","MEDIUM","0","2022-10-22",""
"2022-138M","ONEWEB-0506","54124","UK","98.93","87.47","719","695","MEDIUM","0","2022-10-22",""
"2022-138L","ONEWEB-0505","54123","UK","98.95","87.46","719","698","LARGE","0","2022-10-22",""
"2022-138K","ONEWEB-0504","54122","UK","98.65","87.49","703","686","MEDIUM","0","2022-10-22",""
"2022-138J","ONEWEB-0503","54121","UK","98.81","87.47","712","691","MEDIUM","0","2022-10-22",""
"2022-138H","ONEWEB-0502","54120","UK","98.68","87.49","705","687","MEDIUM","0","2022-10-22",""
"2022-138G","ONEWEB-0501","54119","UK","98.92","87.47","718","696","LARGE","0","2022-10-22",""
"2022-138F","ONEWEB-0500","54118","UK","98.62","87.49","701","684","MEDIUM","0","2022-10-22",""
"2022-138E","ONEWEB-0499","54117","UK","98.78","87.48","710","690","MEDIUM","0","2022-10-22",""
"2022-138D","ONEWEB-0497","54116","UK","98.90","87.46","717","695","MEDIUM","0","2022-10-22",""
"2022-138C","ONEWEB-0495","54115","UK","99.03","87.45","723","702","MEDIUM","0","2022-10-22",""
"2022-138B","ONEWEB-0492","54114","UK","98.62","87.49","703","683","MEDIUM","0","2022-10-22",""
"2022-138A","ONEWEB-0490","54113","UK","98.73","87.48","708","688","MEDIUM","0","2022-10-22",""
"2022-137B","COSMOS 2562","54110","CIS","92.39","97.19","400","384","MEDIUM","0","2022-10-21",""
"2022-137A","COSMOS 2561","54109","CIS","92.79","97.08","418","405","LARGE","0","2022-10-21",""
"2022-136BF","STARLINK-5203","54104","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136BE","STARLINK-5200","54103","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136BD","STARLINK-5179","54102","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136BC","STARLINK-5204","54101","US","91.53","53.22","352","347","LARGE","0","2022-10-20",""
"2022-136BB","STARLINK-5185","54100","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136BA","STARLINK-5198","54099","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AZ","STARLINK-5217","54098","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AY","STARLINK-5197","54097","US","91.53","53.22","352","347","MEDIUM","0","2022-10-20",""
"2022-136AX","STARLINK-5188","54096","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AW","STARLINK-5193","54095","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AV","STARLINK-5219","54094","US","91.53","53.22","352","347","LARGE","0","2022-10-20",""
"2022-136AU","STARLINK-5213","54093","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AT","STARLINK-5190","54092","US","91.53","53.22","352","347","LARGE","0","2022-10-20",""
"2022-136AS","STARLINK-5221","54091","US","91.53","53.22","352","347","LARGE","0","2022-10-20",""
"2022-136AR","STARLINK-5177","54090","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AQ","STARLINK-5143","54089","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AP","STARLINK-5153","54088","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AN","STARLINK-5184","54087","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AM","STARLINK-5211","54086","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AL","STARLINK-5166","54085","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AK","STARLINK-5183","54084","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AJ","STARLINK-5178","54083","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AH","STARLINK-5210","54082","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AG","STARLINK-5165","54081","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AF","STARLINK-5160","54080","US","92.75","53.22","410","408","LARGE","0","2022-10-20",""
"2022-136AE","STARLINK-5175","54079","US","91.53","53.22","352","347","LARGE","0","2022-10-20",""
"2022-136AD","STARLINK-5138","54078","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AC","STARLINK-5171","54077","US","91.53","53.21","352","347","LARGE","0","2022-10-20",""
"2022-136AB","STARLINK-5201","54076","US","93.69","53.22","456","454","MEDIUM","0","2022-10-20",""
